"fec","fue","issn","eissn","revista_id","tic","categoria_id","edicion_id","idioma_id","region_id","editor_id","jcrDireccion_id","frecPublicacion","citasTotal","jif","jifSinAutocitas","jif5Anos","indInmediatez","itemsCitables","itemsCitables.Articulos","jifPercPromedio","articles","revisionesTotal","vidaMediaCitasRecibidas","vidaMediaCitasRealizadas","indAutofactor","indInfluenciaArticulo","indAutofactorNormalizado","jci","jifRango","jifCuartil","jifPercentil","jciRango","jciCuartil","jciPercentil","jifPosicion","jciPosicion"
2014,"ECQUID NOVI-AFRICAN JOURNALISM STUDIES","0256-0054",NA,6176,"ECQUID NOVI-AFR. JOURNAL. STUD.",47,4,8,94,5269,1767,"3 ISSUES/YEAR",59,"0,216","0,137","0,389","0",18,"100","3,289",18,0,NA,">10.0","0,00047","0,329","0,05263",NA,"74/76","Q4","3,29",NA,NA,NA,74,NA
2015,"ECQUID NOVI-AFRICAN JOURNALISM STUDIES","0256-0054",NA,6176,"ECQUID NOVI-AFR. JOURNAL. STUD.",47,4,8,94,5269,1767,"3 ISSUES/YEAR",87,"0,315","0,167","0,402","0",41,"100","10,759",41,0,NA,"8.2","0,00019","0,132","0,02199",NA,"71/79","Q4","10,76",NA,NA,NA,71,NA
2016,"ECQUID NOVI-AFRICAN JOURNALISM STUDIES","0256-0054",NA,6176,"ECQUID NOVI-AFR. JOURNAL. STUD.",47,4,8,94,5269,1023,"3 ISSUES/YEAR",153,"1,056","1,056","1",NA,0,NA,"42,405",0,0,"5.3",NA,"0,00045","0,361","0,05182",NA,"46/79","Q3","42,41",NA,NA,NA,46,NA
2012,"ECQUID NOVI-AFRICAN JOURNALISM STUDIES","0256-0054",NA,6176,"ECQUID NOVI-AFR. JOURNAL. STUD.",47,4,8,94,5269,1767,"3 ISSUES/YEAR",16,"0,071","0,036",NA,"0",15,"100","2,083",15,0,NA,"9.9","0,00007",NA,NA,NA,"71/72","Q4","2,08",NA,NA,NA,71,NA
2013,"ECQUID NOVI-AFRICAN JOURNALISM STUDIES","0256-0054",NA,6176,"ECQUID NOVI-AFR. JOURNAL. STUD.",47,4,8,94,5269,1767,"3 ISSUES/YEAR",30,"0,121","0,091","0,219","0,028",36,"100","0,676",36,0,NA,"6.8","0,00007","0,062","0,00733",NA,"74/74","Q4","0,68",NA,NA,NA,74,NA
2013,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6123,1768,"2 ISSUES/YEAR",50,"0,218","0,2","0,25","0",19,"94,74","10,274",18,1,NA,">10.0","0,00022","0,106","0,02416",NA,"197/219","Q4","10,27",NA,NA,NA,197,NA
2010,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6123,1768,"2 ISSUES/YEAR",25,"0,15","0,15",NA,NA,NA,NA,"8,424",NA,NA,NA,NA,"0,00023",NA,NA,NA,"169/184","Q4","8,42",NA,NA,NA,169,NA
2012,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6123,1768,"2 ISSUES/YEAR",70,"0,403","0,21","0,437","0,091",22,"100","28,539",22,0,NA,"9.4","0,00027","0,113",NA,NA,"157/219","Q3","28,54",NA,NA,NA,157,NA
2020,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6314,7540,"1 ISSUE/YEAR",261,"0,667","0,578","1","0,091",33,"96,97","4,735",32,1,"5.8","11.3","0,0005","0,378","0,10681","0,49","252/264","Q4","4,73","459/722","Q3","36,5",252,459
2017,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6314,7540,"3 ISSUES/YEAR",174,"0,518","0,5","0,6","0",21,"100","9,414",21,0,"6.0","9.1","0,0002","0,1","0,02337","0,67","217/239","Q4","9,41","200/230","Q4","13,26",217,200
2016,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6314,7540,"3 ISSUES/YEAR",147,"0,565","0,493","0,573","0,057",35,"100","18,511",35,0,"5.1","9.6","0,00032","0,154","0,03627",NA,"192/235","Q4","18,51",NA,NA,NA,192,NA
2011,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6123,1768,"2 ISSUES/YEAR",28,"0,082","0,041",NA,"0",23,"100","3,641",23,0,NA,"8.5","0,00008",NA,NA,NA,"199/206","Q4","3,64",NA,NA,NA,199,NA
2018,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6314,7540,"1 ISSUE/YEAR",178,"0,585","0,554","0,549","0,04",25,"100","10,494",25,0,"6.3","12.3","0,00025","0,126","0,03024","0,72","218/243","Q4","10,49","199/237","Q4","16,24",218,199
2014,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6123,1768,"2 ISSUES/YEAR",64,"0,268","0,098","0,26","0,062",48,"100","10,938",48,0,NA,">10.0","0,00014","0,071","0,01551",NA,"200/224","Q4","10,94",NA,NA,NA,200,NA
2015,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6123,1768,"3 ISSUES/YEAR",89,"0,313","0,269","0,358","0,095",21,"100","9,74",21,0,NA,">10.0","0,00019","0,085","0,02218",NA,"209/231","Q4","9,74",NA,NA,NA,209,NA
2009,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6786,5349,"2 ISSUES/YEAR",18,"0,17","0,151",NA,"0,05",20,"100","7,554",20,0,NA,"8.2","0,00014",NA,NA,NA,"129/139","Q4","7,55",NA,NA,NA,129,NA
2019,"EDUCATION AS CHANGE","1682-3206","1947-9417",6194,"EDUC. CHANG.",70,4,8,94,6314,7540,"1 ISSUE/YEAR",214,"0,436","0,418","0,698","0",11,"100","5,513",11,0,"5.9","10.0","0,00026","0,131","0,03207","0,57","249/263","Q4","5,51","235/258","Q4","9,11",249,235
2020,"EDUCATIONAL RESEARCH FOR SOCIAL CHANGE","2221-4070","2221-4070",6228,"EDUC. RES. SOC. CHANG.",70,2,8,94,4539,7705,"2 ISSUES/YEAR",94,NA,NA,NA,"0",14,"100",NA,14,0,NA,"8.7","0,0002",NA,"0,04347","0,49",NA,NA,NA,"459/722","Q3","36,5",NA,459
2020,"EGYPTIAN HEART JOURNAL","1110-2608","2090-911X",6259,"EGYPT. HEART J.",34,2,8,28,5972,6930,"1 ISSUE/YEAR",257,NA,NA,NA,"0,119",84,"91,67",NA,77,7,"3.6","8.0","0,00044",NA,"0,0938","0,16",NA,NA,NA,"170/194","Q4","12,63",NA,170
2018,"EGYPTIAN INFORMATICS JOURNAL","1110-8665","2090-4754",6260,"EGYPT. INFORM. J.",51,3,8,28,1204,2908,"3 ISSUES/YEAR",406,"2,306","2,245",NA,"0,667",18,"83,33","51,901",15,3,"3.6","7.4","0,00053",NA,"0,06308","0,76","75/155","Q2","51,94","87/151","Q3","42,72",75,87
2019,"EGYPTIAN INFORMATICS JOURNAL","1110-8665","2090-4754",6260,"EGYPT. INFORM. J.",48,3,8,28,1204,2908,"3 ISSUES/YEAR",579,"3,119","3,119",NA,"1",17,"94,12","66,478",16,1,"4.4","7.1","0,00066",NA,"0,08067","0,74","48/137","Q2","65,33","66/135","Q2","51,48",48,66
2020,"EGYPTIAN INFORMATICS JOURNAL","1110-8665","2090-4754",6260,"EGYPT. INFORM. J.",51,3,8,28,1204,2908,"3 ISSUES/YEAR",820,"3,943","3,886","5,044","1,458",24,"95,83","68,2",23,1,"5.2","6.7","0,00093","0,807","0,19683","0,91","54/162","Q2","66,98","71/223","Q2","68,39",54,71
2018,"EGYPTIAN INFORMATICS JOURNAL","1110-8665","2090-4754",6260,"EGYPT. INFORM. J.",48,3,8,28,1204,2908,"3 ISSUES/YEAR",406,"2,306","2,245",NA,"0,667",18,"83,33","51,901",15,3,"3.6","7.4","0,00053",NA,"0,06308","0,76","65/134","Q2","51,87","63/131","Q2","52,29",65,63
2020,"EGYPTIAN INFORMATICS JOURNAL","1110-8665","2090-4754",6260,"EGYPT. INFORM. J.",48,3,8,28,1204,2908,"3 ISSUES/YEAR",820,"3,943","3,886","5,044","1,458",24,"95,83","68,2",23,1,"5.2","6.7","0,00093","0,807","0,19683","0,91","43/139","Q2","69,42","56/174","Q2","68,1",43,56
2019,"EGYPTIAN INFORMATICS JOURNAL","1110-8665","2090-4754",6260,"EGYPT. INFORM. J.",51,3,8,28,1204,2908,"3 ISSUES/YEAR",579,"3,119","3,119",NA,"1",17,"94,12","66,478",16,1,"4.4","7.1","0,00066",NA,"0,08067","0,74","51/156","Q2","67,63","90/155","Q3","42,26",51,90
2020,"EGYPTIAN JOURNAL OF AGRONOMY","0379-3575","2357-0288",6261,"EGYPT. J. AGRON.",9,2,8,28,4438,8753,"3 ISSUES/YEAR",57,NA,NA,NA,"0",24,"100",NA,24,0,NA,"10.2","0,00005",NA,"0,01179","0,11",NA,NA,NA,"107/122","Q4","12,7",NA,107
2020,"EGYPTIAN JOURNAL OF ANAESTHESIA",NA,"1110-1849",6262,"EGYPT. J. ANAESTH.",13,2,8,28,6123,1022,"1 ISSUE/YEAR",312,NA,NA,NA,"0,042",48,"100",NA,48,0,"6.3","8.4","0,00038",NA,"0,08084","0,14",NA,NA,NA,"50/60","Q4","17,5",NA,50
2020,"EGYPTIAN JOURNAL OF AQUATIC RESEARCH","1687-4285","2090-3278",6263,"EGYPT J. AQUATIC RES.",149,2,8,28,2070,8041,"4 ISSUES/YEAR",476,NA,NA,NA,"0,736",53,"86,79",NA,46,7,"2.6","10.1","0,00037",NA,"0,07781","0,74",NA,NA,NA,"39/112","Q2","65,63",NA,39
2020,"EGYPTIAN JOURNAL OF ARCHAEOLOGICAL AND RESTORATION STUDIES","2090-4932","2090-4940",6264,"EGYPT. J. ARCHAEOL. RESTOR. STUD.",16,2,8,28,5900,6692,"2 ISSUES/YEAR",34,NA,NA,NA,"0",16,"93,75",NA,15,1,NA,"18.9","0,00009",NA,"0,02018","0,27",NA,NA,NA,"103/151","Q3","32,12",NA,103
2010,"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342",6265,"EGYPT. J. BIOL. PEST CONTROL",93,3,8,28,2046,4249,"2 ISSUES/YEAR",33,"0,052","0,026",NA,"0,031",32,"100","0,602",32,0,NA,">10.0","0,00003",NA,NA,NA,"83/83","Q4","0,6",NA,NA,NA,83,NA
2009,"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342",6265,"EGYPT. J. BIOL. PEST CONTROL",93,3,8,28,2046,4249,"2 ISSUES/YEAR",55,"0,047",NA,NA,"0",15,"100","0,676",15,0,NA,">10.0","0,00004",NA,NA,NA,"74/74","Q4","0,68",NA,NA,NA,74,NA
2014,"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342",6265,"EGYPT. J. BIOL. PEST CONTROL",93,3,8,28,2046,4249,"2 ISSUES/YEAR",102,"0,273","0,182","0,271","0,084",83,"98,8","7,065",82,1,"5.2",">10.0","0,00019","0,058","0,02171",NA,"86/92","Q4","7,07",NA,NA,NA,86,NA
2020,"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342",6265,"EGYPT. J. BIOL. PEST CONTROL",93,3,8,28,5972,6930,"1 ISSUE/YEAR",751,"1,995","1,606","1,115","0,345",145,"92,41","64,216",134,11,"2.8","11.3","0,00078","0,159","0,16376","0,71","37/102","Q2","64,22","47/104","Q2","55,29",37,47
2015,"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342",6265,"EGYPT. J. BIOL. PEST CONTROL",93,3,8,28,2046,4249,"2 ISSUES/YEAR",96,"0,152","0,053","0,229","0,025",80,"98,75","2,66",79,1,NA,">10.0","0,00016","0,039","0,01781",NA,"92/94","Q4","2,66",NA,NA,NA,92,NA
2011,"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342",6265,"EGYPT. J. BIOL. PEST CONTROL",93,3,8,28,2046,4249,"2 ISSUES/YEAR",49,"0,159","0,063",NA,"0,017",59,"98,31","4,07",58,1,NA,">10.0","0,00005",NA,NA,NA,"83/86","Q4","4,07",NA,NA,NA,83,NA
2017,"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342",6265,"EGYPT. J. BIOL. PEST CONTROL",93,3,8,28,2046,4249,"2 ISSUES/YEAR",154,"0,163","0,124","0,206","0",38,"100","0,521",38,0,"5.0","14.7","0,00022","0,039","0,02623","0,13","96/96","Q4","0,52","94/94","Q4","0,53",96,94
2016,"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342",6265,"EGYPT. J. BIOL. PEST CONTROL",93,3,8,28,2046,4249,"2 ISSUES/YEAR",151,"0,184","0,051","0,257","0,043",138,"98,55","0,538",136,2,"4.5",">10.0","0,00019","0,039","0,02194",NA,"93/93","Q4","0,54",NA,NA,NA,93,NA
2012,"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342",6265,"EGYPT. J. BIOL. PEST CONTROL",93,3,8,28,2046,4249,"2 ISSUES/YEAR",38,"0,044","0,033","0,053","0,051",39,"97,44","0,575",38,1,NA,">10.0","0,00004","0,012",NA,NA,"87/87","Q4","0,57",NA,NA,NA,87,NA
2013,"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342",6265,"EGYPT. J. BIOL. PEST CONTROL",93,3,8,28,2046,4249,"2 ISSUES/YEAR",77,"0,408","0,133","0,233","0,061",NA,"100","18,333",49,NA,NA,">10.0","0,00009","0,025","0,01034",NA,"74/90","Q4","18,33",NA,NA,NA,74,NA
2020,"EGYPTIAN JOURNAL OF BOTANY","0375-9237","2357-0350",6266,"EGYPT.J.BOT.",215,2,22,28,4438,8753,"3 ISSUES/YEAR",275,NA,NA,NA,"0,292",65,"95,38",NA,62,3,"3.0","11.1","0,00022",NA,"0,04657","0,25",NA,NA,NA,"202/248","Q4","18,75",NA,202
2020,"EGYPTIAN JOURNAL OF CHEMISTRY","0449-2285","2357-0245",6267,"EGYPT. J. CHEM.",42,2,8,28,4437,6773,"6 ISSUES/YEAR",1145,NA,NA,NA,"0,387",429,"98,14",NA,421,8,"2.2","9.0","0,00053",NA,"0,11241","0,22",NA,NA,NA,"143/216","Q3","34,03",NA,143
2020,"EGYPTIAN JOURNAL OF DERMATOLOGY AND VENEREOLOGY","1110-6530","2314-7407",6269,"EGYPT. J. DERMAT. VENER.",64,2,8,28,7585,9772,"2 ISSUES/YEAR",12,NA,NA,NA,"0",21,"95,24",NA,20,1,NA,"12.2","0,00002",NA,"0,00619","0,09",NA,NA,NA,"83/89","Q4","7,3",NA,83
2020,"EGYPTIAN JOURNAL OF FORENSIC SCIENCES","2090-536X","2090-5939",6270,"EGYPT. J. FORENSIC SCI.",169,2,8,28,3136,30,"1 ISSUE/YEAR",317,NA,NA,NA,"0,147",34,"91,18",NA,31,3,"4.2","8.1","0,00056",NA,"0,11846","0,3",NA,NA,NA,"16/22","Q3","29,55",NA,16
2020,"EGYPTIAN JOURNAL OF HAEMATOLOGY","1110-1067","2090-9268",6271,"EGYPT. J. HAEMATOL.",119,2,8,28,7585,9772,"4 ISSUES/YEAR",54,NA,NA,NA,"0",19,"100",NA,19,0,NA,"8.9","0,00005",NA,"0,01075","0,04",NA,NA,NA,"89/93","Q4","4,84",NA,89
2020,"EGYPTIAN JOURNAL OF PEDIATRIC ALLERGY AND IMMUNOLOGY","1687-1642","2314-8934",6274,"EGYPT. J. PEDIATR. ALLERGY IMMUNOL.",10,2,8,28,2049,2832,"2 ISSUES/YEAR",31,NA,NA,NA,"0,364",11,"72,73",NA,8,3,NA,"6.0","0,00001",NA,"0,00296","0,03",NA,NA,NA,"35/37","Q4","6,76",NA,35
2020,"EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES","1110-9823","2090-2476",6276,"EGYPT. J. REMOTE SENS. SPACE SCI.",94,3,8,28,2070,8041,"2 ISSUES/YEAR",1519,"5,188","5,159","6,866","2,864",22,"90,91","75,964",20,2,"4.7","9.9","0,0017","1,055","0,35741","0,94","68/274","Q1","75,36","76/302","Q1","75",68,76
2020,"EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES","1110-9823","2090-2476",6276,"EGYPT. J. REMOTE SENS. SPACE SCI.",239,3,8,28,2070,8041,"2 ISSUES/YEAR",1519,"5,188","5,159","6,866","2,864",22,"90,91","75,964",20,2,"4.7","9.9","0,0017","1,055","0,35741","0,94","Aug-32","Q1","76,56","14/50","Q2","73",8,14
2020,"EGYPTIAN JOURNAL OF SOIL SCIENCE","0302-6701","2357-0369",6277,"EGYPT. J. SOIL SCI.",251,2,22,28,4438,8753,"4 ISSUES/YEAR",195,NA,NA,NA,"0,471",34,"97,06",NA,33,1,"2.8","7.0","0,00006",NA,"0,01351","0,32",NA,NA,NA,"36/43","Q4","17,44",NA,36
2020,"EGYPTIAN JOURNAL OF SURGERY","1110-1121","1687-7624",6278,"EGYPT. J. SURG.",256,2,8,28,7585,9772,"4 ISSUES/YEAR",110,NA,NA,NA,"0,074",162,"100",NA,162,0,"2.9","10.2","0,00015",NA,"0,03221","0,07",NA,NA,NA,"261/270","Q4","3,52",NA,261
2020,"EGYPTIAN JOURNAL OF VETERINARY SCIENCE","1110-0222","2357-089X",6279,"EGYPT. J. VET. SCI.",267,2,8,28,4439,8752,"2 ISSUES/YEAR",20,NA,NA,NA,"0,109",46,"95,65",NA,44,2,NA,"9.7","0,00001",NA,"0,00289","0,1",NA,NA,NA,"156/166","Q4","6,33",NA,156
2020,"EGYPTIAN PEDIATRIC ASSOCIATION GAZETTE","1110-6638","2090-9942",6280,"EGYPT. PEDIATR. ASSOC. GAZ.",199,2,8,28,5972,6930,"1 ISSUE/YEAR",93,NA,NA,NA,"0,091",33,"84,85",NA,28,5,NA,"8.8","0,00014",NA,"0,03075","0,19",NA,NA,NA,"148/176","Q4","16,19",NA,148
2020,"EGYPTIAN RHEUMATOLOGIST","1110-1164","2090-2433",6282,"EGYPT. RHEUMATOL.",242,2,8,28,2070,8041,"4 ISSUES/YEAR",485,NA,NA,NA,"0,45",60,"91,67",NA,55,5,"4.2","8.1","0,00043",NA,"0,09069","0,35",NA,NA,NA,"38/48","Q4","21,88",NA,38
2020,"ENGLISH ACADEMY REVIEW-SOUTHERN AFRICAN JOURNAL OF ENGLISH STUDIES","1013-1752","1753-5360",6538,"ENGL. ACAD. REV.",134,2,8,94,5269,1023,"2 ISSUES/YEAR",33,NA,NA,NA,"0,125",8,"100",NA,8,0,NA,"12.6","0,00007",NA,"0,01568","0,36",NA,NA,NA,"212/356","Q3","40,59",NA,212
2020,"ENGLISH IN AFRICA","0376-8902","2071-7474",6539,"ENGL. AFR.",134,2,8,94,5239,7764,"2 ISSUES/YEAR",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00018",NA,"0,0382","0,66",NA,NA,NA,"147/356","Q2","58,85",NA,147
2020,"ENGLISH STUDIES IN AFRICA","0013-8398","1943-8117",6549,"ENGL. STUD. AFR.",140,1,8,94,6123,1022,"2 ISSUES/YEAR",68,NA,NA,NA,"0",23,"100",NA,23,0,NA,"13.8","0,00011","0,143","0,02317","0,53",NA,NA,NA,"104/194","Q3","46,65",NA,104
2012,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,3,8,32,5772,4177,"3 ISSUES/YEAR",204,"0,299","0,269",NA,"0",10,"100","5,027",10,0,"7.3","9.2","0,00034",NA,NA,NA,"132/139","Q4","5,4",NA,NA,NA,132,NA
2018,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,4,8,32,113,8854,"3 ISSUES/YEAR",566,"0,613","0,597","0,56","0,091",33,"96,97","5,109",32,1,"10.4","8.3","0,00026","0,16","0,0315","0,12","157/164","Q4","4,57","269/272","Q4","1,29",157,269
2019,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,3,8,32,113,8854,"3 ISSUES/YEAR",622,"0,469","0,457","0,717","0,026",39,"97,44","2,707",38,1,"11.3","7.8","0,00025","0,149","0,03165","0,12","168/171","Q4","2,05","276/280","Q4","1,61",168,276
2017,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,4,8,32,113,8854,"3 ISSUES/YEAR",547,"0,256","0,205","0,466","0,182",22,"81,82","2,273",18,4,"10.6","8.4","0,00019","0,118","0,02234","0,05","156/157","Q4","0,96","262/262","Q4","0,19",156,262
2014,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,4,8,32,5772,4177,"3 ISSUES/YEAR",409,"0,127","0,127","0,769",NA,NA,NA,"1,911",NA,NA,"8.4",NA,"0,00046","0,187","0,05185",NA,"145/147","Q4","1,7",NA,NA,NA,145,NA
2014,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,3,8,32,5772,4177,"3 ISSUES/YEAR",409,"0,127","0,127","0,769",NA,NA,NA,"1,911",NA,NA,"8.4",NA,"0,00046","0,187","0,05185",NA,"145/147","Q4","1,7",NA,NA,NA,145,NA
2020,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,4,8,32,113,8854,"3 ISSUES/YEAR",992,"0,725","0,638","1,176","0,241",58,"89,66","3,94",52,6,"11.1","6.6","0,00045","0,28","0,09591","0,15","170/176","Q4","3,69","346/373","Q4","7,37",170,346
2019,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,4,8,32,113,8854,"3 ISSUES/YEAR",622,"0,469","0,457","0,717","0,026",39,"97,44","2,707",38,1,"11.3","7.8","0,00025","0,149","0,03165","0,12","168/171","Q4","2,05","276/280","Q4","1,61",168,276
2020,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,3,8,32,113,8854,"3 ISSUES/YEAR",992,"0,725","0,638","1,176","0,241",58,"89,66","3,94",52,6,"11.1","6.6","0,00045","0,28","0,09591","0,15","170/176","Q4","3,69","346/373","Q4","7,37",170,346
2016,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,3,8,32,113,8854,"3 ISSUES/YEAR",477,"0,371","0,314","0,496","0,059",17,"70,59","1,472",12,5,">10.0",">10.0","0,00023","0,13","0,02691",NA,"156/157","Q4","0,96",NA,NA,NA,156,NA
2011,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,3,8,32,5772,4177,"3 ISSUES/YEAR",210,"0,153","0,153",NA,"0,35",20,"95","1,047",19,1,"7.5","7.3","0,00033",NA,NA,NA,"130/131","Q4","1,15",NA,NA,NA,130,NA
2013,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,3,8,32,5772,4177,"3 ISSUES/YEAR",309,"0,226","0,194",NA,"0",NA,"100","2,304",11,NA,"8.1","7.4","0,00036",NA,"0,03954",NA,"140/143","Q4","2,45",NA,NA,NA,140,NA
2011,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,4,8,32,5772,4177,"3 ISSUES/YEAR",210,"0,153","0,153",NA,"0,35",20,"95","1,047",19,1,"7.5","7.3","0,00033",NA,NA,NA,"130/131","Q4","1,15",NA,NA,NA,130,NA
2017,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,3,8,32,113,8854,"3 ISSUES/YEAR",547,"0,256","0,205","0,466","0,182",22,"81,82","2,273",18,4,"10.6","8.4","0,00019","0,118","0,02234","0,05","156/157","Q4","0,96","262/262","Q4","0,19",156,262
2018,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,3,8,32,113,8854,"3 ISSUES/YEAR",566,"0,613","0,597","0,56","0,091",33,"96,97","5,109",32,1,"10.4","8.3","0,00026","0,16","0,0315","0,12","157/164","Q4","4,57","269/272","Q4","1,29",157,269
2012,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,4,8,32,5772,4177,"3 ISSUES/YEAR",204,"0,299","0,269",NA,"0",10,"100","5,027",10,0,"7.3","9.2","0,00034",NA,NA,NA,"132/139","Q4","5,4",NA,NA,NA,132,NA
2013,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,4,8,32,5772,4177,"3 ISSUES/YEAR",309,"0,226","0,194",NA,"0",NA,"100","2,304",11,NA,"8.1","7.4","0,00036",NA,"0,03954",NA,"140/143","Q4","2,45",NA,NA,NA,140,NA
2016,"ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","1021-6790","1021-6790",6847,"ETHIOP. J. HEALTH DEV.",233,4,8,32,113,8854,"3 ISSUES/YEAR",477,"0,371","0,314","0,496","0,059",17,"70,59","1,472",12,5,">10.0",">10.0","0,00023","0,13","0,02691",NA,"156/157","Q4","0,96",NA,NA,NA,156,NA
2020,"ETHIOPIAN JOURNAL OF HEALTH SCIENCES","1029-1857","2413-7170",6848,"ETHIOP. J. HEALTH SCI.",117,2,8,32,3561,7536,"4 ISSUES/YEAR",1231,NA,NA,NA,"0,076",118,"88,14",NA,104,14,"5.6","7.6","0,00168",NA,"0,35384","0,4",NA,NA,NA,"120/150","Q4","20,33",NA,120
2020,"EURO-MEDITERRANEAN JOURNAL FOR ENVIRONMENTAL INTEGRATION","2365-6433","2365-7448",7231,"EURO-MEDITERR. J. ENVIRON. INTEGRAT.",94,2,8,103,5976,8849,"1 ISSUE/YEAR",255,NA,NA,NA,"0,343",70,"100",NA,70,0,"2.7","8.2","0,00028",NA,"0,0589","0,37",NA,NA,NA,"232/302","Q4","23,34",NA,232
2020,"FRENCH STUDIES IN SOUTHERN AFRICA","0259-0247","0259-0247",7736,"FR. STUD. SOUTH. AFR.",134,2,22,94,780,9318,"1 ISSUE/YEAR",3,NA,NA,NA,"0",11,"100",NA,11,0,NA,"16.4","0,00002",NA,"0,00546","0,04",NA,NA,NA,"335/356","Q4","6,04",NA,335
2020,"FUTURE BUSINESS JOURNAL","2314-7202","2314-7210",7885,"FUTUR. BUS. J.",32,2,8,28,5972,6930,"1 ISSUE/YEAR",242,NA,NA,NA,"0,175",40,"97,5",NA,39,1,"3.1","10.5","0,00036",NA,"0,07671","0,99",NA,NA,NA,"79/285","Q2","72,46",NA,79
