"source","research_area","issn_from_ajol","issn_from_issn_portal","issn_from_issn_portal2","source_url"
"Tunisian Journal of Plant Protection","General Science (broad subject range)",NA,"1737-5436",NA,"https://www.ajol.info/index.php/tjpp"
"University of Mauritius Research Journal","General Science (broad subject range)","1694-0342","1694-0342",NA,"https://www.ajol.info/index.php/umrj"
"University of Mauritius Research Journal","General Science (broad subject range)","1694-0342","1694-0342",NA,"https://www.ajol.info/index.php/umrj"
"West African Journal of Industrial and Academic Research","General Science (broad subject range)","1116-5405","2276-9129",NA,"https://www.ajol.info/index.php/wajiar"
"West African Journal of Industrial and Academic Research","General Science (broad subject range)","1116-5405","2276-9129",NA,"https://www.ajol.info/index.php/wajiar"
"World Journal of Applied Science & Technology","General Science (broad subject range)",NA,NA,NA,"https://www.ajol.info/index.php/wojast"
"Zimbabwe Journal of Technological Sciences","General Science (broad subject range)","2079-8997",NA,NA,"https://www.ajol.info/index.php/zjts"
"Zimbabwe Journal of Technological Sciences","General Science (broad subject range)","2079-8997",NA,NA,"https://www.ajol.info/index.php/zjts"
"Zimbabwe Science News","General Science (broad subject range)","1016-1503","1016-1503",NA,"https://www.ajol.info/index.php/zsn"
"Zimbabwe Science News","General Science (broad subject range)","1016-1503","1016-1503",NA,"https://www.ajol.info/index.php/zsn"
NA,"Health",NA,NA,NA,"https://www.ajol.info/index.php/mjpps"
"Abia State University Medical Students' Association Journal","Health","0794-6961",NA,NA,"https://www.ajol.info/index.php/asumsaj"
"Abia State University Medical Students' Association Journal","Health","0794-6961",NA,NA,"https://www.ajol.info/index.php/asumsaj"
"Abyssinia Journal of Science and Technology","Health",NA,NA,NA,"https://www.ajol.info/index.php/abjst"
"Africa Sanguine","Health","1560-8646","2731-2992","1560-8646","https://www.ajol.info/index.php/asan"
"Africa Sanguine","Health","1560-8646","2731-2992","1560-8646","https://www.ajol.info/index.php/asan"
"African Health Sciences","Health","1729-0503","1680-6905","1729-0503","https://www.ajol.info/index.php/ahs"
"African Health Sciences","Health","1729-0503","1680-6905","1729-0503","https://www.ajol.info/index.php/ahs"
"African Journal for Physical Activity and Health Sciences","Health","2411-6939","2411-6939",NA,"https://www.ajol.info/index.php/ajpherd"
"African Journal for Physical Activity and Health Sciences","Health","2411-6939","2411-6939",NA,"https://www.ajol.info/index.php/ajpherd"
"African Journal of AIDS Research","Health","1608-5906","1727-9445","1608-5906","https://www.ajol.info/index.php/ajar"
"African Journal of AIDS Research","Health","1608-5906","1727-9445","1608-5906","https://www.ajol.info/index.php/ajar"
"African Journal of Anaesthesia and Intensive Care","Health","0794-2184",NA,NA,"https://www.ajol.info/index.php/ajaic"
"African Journal of Anaesthesia and Intensive Care","Health","0794-2184",NA,NA,"https://www.ajol.info/index.php/ajaic"
"African Journal of Biomedical Research","Health","1119-5096",NA,NA,"https://www.ajol.info/index.php/ajbr"
"African Journal of Biomedical Research","Health","1119-5096",NA,NA,"https://www.ajol.info/index.php/ajbr"
"African Journal of Clinical and Experimental Microbiology","Health","1595-689X","1595-689X",NA,"https://www.ajol.info/index.php/ajcem"
"African Journal of Clinical and Experimental Microbiology","Health","1595-689X","1595-689X",NA,"https://www.ajol.info/index.php/ajcem"
"African Journal of Current Medical Research","Health",NA,"2579-0242",NA,"https://www.ajol.info/index.php/ajcmr"
"African Journal of Current Medical Research","Health",NA,"2579-0242",NA,"https://www.ajol.info/index.php/ajcmr"
"African Journal of Drug and Alcohol Studies","Health","1531-4065","1531-4065",NA,"https://www.ajol.info/index.php/ajdas"
"African Journal of Drug and Alcohol Studies","Health","1531-4065","1531-4065",NA,"https://www.ajol.info/index.php/ajdas"
"African Journal of Environmental Science and Technology","Health","1996-0786","1996-0786",NA,"https://www.ajol.info/index.php/ajest"
"African Journal of Environmental Science and Technology","Health","1996-0786","1996-0786",NA,"https://www.ajol.info/index.php/ajest"
"African Journal of Gastroenterology and Hepatology","Health",NA,"2735-5489","2735-5497","https://www.ajol.info/index.php/ajgh"
"African Journal of Health Professions Education","Health",NA,"2078-5127",NA,"https://www.ajol.info/index.php/ajhpe"
"African Journal of Health Professions Education","Health",NA,"2078-5127",NA,"https://www.ajol.info/index.php/ajhpe"
"African Journal of Health Sciences","Health","1022-9272","1022-9272","2306-1987","https://www.ajol.info/index.php/ajhs"
"African Journal of Health Sciences","Health","1022-9272","1022-9272","2306-1987","https://www.ajol.info/index.php/ajhs"
"African Journal of Infectious Diseases","Health","2006-0165","2006-0165","2505-0419","https://www.ajol.info/index.php/ajid"
"African Journal of Infectious Diseases","Health","2006-0165","2006-0165","2505-0419","https://www.ajol.info/index.php/ajid"
"African Journal of Neurological Sciences","Health","1015-8618","1992-2647","1015-8618","https://www.ajol.info/index.php/ajns"
"African Journal of Neurological Sciences","Health","1015-8618","1992-2647","1015-8618","https://www.ajol.info/index.php/ajns"
"African Journal of Oral Health","Health","0189-5710","1608-7232",NA,"https://www.ajol.info/index.php/ajoh"
"African Journal of Oral Health","Health","0189-5710","1608-7232",NA,"https://www.ajol.info/index.php/ajoh"
"African Journal of Oral Health Sciences","Health","1608-7232","1608-7232",NA,"https://www.ajol.info/index.php/ajohs"
"African Journal of Oral Health Sciences","Health","1608-7232","1608-7232",NA,"https://www.ajol.info/index.php/ajohs"
"African Journal of Paediatric Nephrology","Health","2354-4325",NA,NA,"https://www.ajol.info/index.php/ajpn"
"African Journal of Paediatric Nephrology","Health","2354-4325",NA,NA,"https://www.ajol.info/index.php/ajpn"
"African Journal of Paediatric Surgery","Health","0189-6725","0189-6725",NA,"https://www.ajol.info/index.php/ajps-n"
"African Journal of Paediatric Surgery","Health","0189-6725","0189-6725",NA,"https://www.ajol.info/index.php/ajps-n"
"African Journal of Physiotherapy and Rehabilitation Sciences","Health","2141-8322","2141-8322",NA,"https://www.ajol.info/index.php/ajprs"
"African Journal of Physiotherapy and Rehabilitation Sciences","Health","2141-8322","2141-8322",NA,"https://www.ajol.info/index.php/ajprs"
"African Journal of Reproductive Health","Health","1118-4841","1118-4841","2141-3606","https://www.ajol.info/index.php/ajrh"
"African Journal of Reproductive Health","Health","1118-4841","1118-4841","2141-3606","https://www.ajol.info/index.php/ajrh"
"African Journal of Rheumatology","Health","2307-2482","2664-441X","2307-2482","https://www.ajol.info/index.php/ajr"
"African Journal of Rheumatology","Health","2307-2482","2664-441X","2307-2482","https://www.ajol.info/index.php/ajr"
NA,"Health",NA,NA,NA,"https://www.ajol.info/index.php/ajtccm"
"African Journal of Traditional, Complementary and Alternative Medicines","Health","0189-6016",NA,NA,"https://www.ajol.info/index.php/ajtcam"
"African Journal of Traditional, Complementary and Alternative Medicines","Health","0189-6016",NA,NA,"https://www.ajol.info/index.php/ajtcam"
"African Journal of Urology","Health","1110-5704","1110-5704",NA,"https://www.ajol.info/index.php/aju"
"African Journal of Urology","Health","1110-5704","1110-5704",NA,"https://www.ajol.info/index.php/aju"
"Afrimedic Journal","Health","2141-162X","2141-162X",NA,"https://www.ajol.info/index.php/afrij"
"Afrimedic Journal","Health","2141-162X","2141-162X",NA,"https://www.ajol.info/index.php/afrij"
"Alexandria Journal of Medicine","Health","2090-2948","2090-5076","2090-5068","https://www.ajol.info/index.php/bafm"
"Alexandria Journal of Medicine","Health","2090-2948","2090-5076","2090-5068","https://www.ajol.info/index.php/bafm"
"Algerian Journal of Biosciences","Health",NA,"2716-9375","2773-2916","https://www.ajol.info/index.php/aljb"
"Algerian Journal of Biosciences","Health",NA,"2716-9375","2773-2916","https://www.ajol.info/index.php/aljb"
"AlQalam Journal of Medical and Applied Sciences","Health",NA,"2707-7179",NA,"https://www.ajol.info/index.php/ajmas"
"AlQalam Journal of Medical and Applied Sciences","Health",NA,"2707-7179",NA,"https://www.ajol.info/index.php/ajmas"
"Anatomy Journal of Africa","Health","2305-9478","2226-6054","2305-9478","https://www.ajol.info/index.php/aja"
"Anatomy Journal of Africa","Health","2305-9478","2226-6054","2305-9478","https://www.ajol.info/index.php/aja"
"Annales Africaines de Medecine","Health",NA,NA,NA,"https://www.ajol.info/index.php/aamed"
"Annales Africaines de Medecine","Health",NA,NA,NA,"https://www.ajol.info/index.php/aamed"
"Annals of African Medicine","Health","1596-3519",NA,NA,"https://www.ajol.info/index.php/aam"
"Annals of African Medicine","Health","1596-3519",NA,NA,"https://www.ajol.info/index.php/aam"
"Annals of African Surgery","Health","2523-0816","1999-9674","2523-0816","https://www.ajol.info/index.php/aas"
"Annals of African Surgery","Health","2523-0816","1999-9674","2523-0816","https://www.ajol.info/index.php/aas"
"Annals of Health Research","Health",NA,"2536-6149","2476-8642","https://www.ajol.info/index.php/ahr"
"Annals of Health Research","Health",NA,"2536-6149","2476-8642","https://www.ajol.info/index.php/ahr"
"Annals of Ibadan Postgraduate Medicine","Health","1597-1627","1597-1627",NA,"https://www.ajol.info/index.php/aipm"
"Annals of Ibadan Postgraduate Medicine","Health","1597-1627","1597-1627",NA,"https://www.ajol.info/index.php/aipm"
"Annals of Medical and Health Sciences Research","Health","2141-9248","2141-9248",NA,"https://www.ajol.info/index.php/amhsr"
"Annals of Medical and Health Sciences Research","Health","2141-9248","2141-9248",NA,"https://www.ajol.info/index.php/amhsr"
NA,"Health",NA,NA,NA,"https://www.ajol.info/index.php/anmrp"
"Annals of Nigerian Medicine","Health","0331-3131","0331-3131",NA,"https://www.ajol.info/index.php/anmed"
"Annals of Nigerian Medicine","Health","0331-3131","0331-3131",NA,"https://www.ajol.info/index.php/anmed"
"Annals of Pediatric Surgery","Health","1687-4137","2090-5394","1687-4137","https://www.ajol.info/index.php/aps"
"Annals of Pediatric Surgery","Health","1687-4137","2090-5394","1687-4137","https://www.ajol.info/index.php/aps"
"Arab Journal of Nephrology and Transplantation","Health","1858-554X",NA,NA,"https://www.ajol.info/index.php/ajnt"
"Arab Journal of Nephrology and Transplantation","Health","1858-554X",NA,NA,"https://www.ajol.info/index.php/ajnt"
"Archives of Ibadan Medicine","Health","1467-6958","1467-6958",NA,"https://www.ajol.info/index.php/aim"
"Archives of Ibadan Medicine","Health","1467-6958","1467-6958",NA,"https://www.ajol.info/index.php/aim"
"Archives of Medical and Biomedical Research","Health","1694-2078","1694-2078","1694-2086","https://www.ajol.info/index.php/ambr"
"Archives of Medical and Biomedical Research","Health","1694-2078","1694-2078","1694-2086","https://www.ajol.info/index.php/ambr"
"Babcock University Medical Journal","Health",NA,"2756-4657","2465-6666","https://www.ajol.info/index.php/bumj"
"Batna Journal of Medical Sciences","Health",NA,"2437-0665",NA,"https://www.ajol.info/index.php/bjms"
"Batna Journal of Medical Sciences","Health",NA,"2437-0665",NA,"https://www.ajol.info/index.php/bjms"
NA,"Health",NA,NA,NA,"https://www.ajol.info/index.php/bajebap"
"Bayero Journal of Medical Laboratory Science","Health",NA,"2635-3792",NA,"https://www.ajol.info/index.php/bjmls"
"Bayero Journal of Medical Laboratory Science","Health",NA,"2635-3792",NA,"https://www.ajol.info/index.php/bjmls"
"Bayero Journal of Nursing and Health Care","Health",NA,"2659-1464",NA,"https://www.ajol.info/index.php/bjnhc"
"Bayero Journal of Nursing and Health Care","Health",NA,"2659-1464",NA,"https://www.ajol.info/index.php/bjnhc"
"Benin Journal of Postgraduate Medicine","Health","0795-0268","2251-0842",NA,"https://www.ajol.info/index.php/bjpm"
"Benin Journal of Postgraduate Medicine","Health","0795-0268","2251-0842",NA,"https://www.ajol.info/index.php/bjpm"
"Borno Medical Journal","Health",NA,"0189-9422","2437-1734","https://www.ajol.info/index.php/bomj"
"Central African Journal of Medicine","Health","0008-9176","0008-9176",NA,"https://www.ajol.info/index.php/cajm"
"Central African Journal of Medicine","Health","0008-9176","0008-9176",NA,"https://www.ajol.info/index.php/cajm"
"Clinics in Mother and Child Health","Health","2090-7214","2090-7214","1812-5840","https://www.ajol.info/index.php/cmch"
"Clinics in Mother and Child Health","Health","2090-7214","2090-7214","1812-5840","https://www.ajol.info/index.php/cmch"
"Continuing Medical Education","Health","2078-5143","0256-2170","2078-5143","https://www.ajol.info/index.php/cme"
"Continuing Medical Education","Health","2078-5143","0256-2170","2078-5143","https://www.ajol.info/index.php/cme"
"Counsellor (The)","Health","0189-0263",NA,NA,"https://www.ajol.info/index.php/coun"
"Counsellor (The)","Health","0189-0263",NA,NA,"https://www.ajol.info/index.php/coun"
"Dar Es Salaam Medical Students' Journal","Health","0856-7212","0856-7212",NA,"https://www.ajol.info/index.php/dmsj"
"Dar Es Salaam Medical Students' Journal","Health","0856-7212","0856-7212",NA,"https://www.ajol.info/index.php/dmsj"
"East African Health Research Journal","Health",NA,"2520-5285","2520-5277","https://www.ajol.info/index.php/eahrj"
"East African Health Research Journal","Health",NA,"2520-5285","2520-5277","https://www.ajol.info/index.php/eahrj"
"East African Journal of Public Health","Health","0856-8960","2799-2128",NA,"https://www.ajol.info/index.php/eajph"
"East African Journal of Public Health","Health","0856-8960","2799-2128",NA,"https://www.ajol.info/index.php/eajph"
"East African Medical Journal","Health","0012-835X",NA,NA,"https://www.ajol.info/index.php/eamj"
"East African Medical Journal","Health","0012-835X",NA,NA,"https://www.ajol.info/index.php/eamj"
"East African Orthopaedic Journal","Health","1994-1072",NA,NA,"https://www.ajol.info/index.php/eaoj"
"East African Orthopaedic Journal","Health","1994-1072",NA,NA,"https://www.ajol.info/index.php/eaoj"
"East and Central African Journal of Pharmaceutical Sciences","Health","1026-552X","1026-552X",NA,"https://www.ajol.info/index.php/ecajps"
"East and Central African Journal of Pharmaceutical Sciences","Health","1026-552X","1026-552X",NA,"https://www.ajol.info/index.php/ecajps"
"East and Central African Journal of Surgery","Health","2073-9990","2073-9990","1024-297X","https://www.ajol.info/index.php/ecajs"
"East and Central African Journal of Surgery","Health","2073-9990","2073-9990","1024-297X","https://www.ajol.info/index.php/ecajs"
"Ebonyi Medical Journal","Health","1597-1260",NA,NA,"https://www.ajol.info/index.php/ebomed"
"Ebonyi Medical Journal","Health","1597-1260",NA,NA,"https://www.ajol.info/index.php/ebomed"
"Edo Journal of Counselling","Health","2006-7593","2006-7593",NA,"https://www.ajol.info/index.php/ejc"
"Edo Journal of Counselling","Health","2006-7593","2006-7593",NA,"https://www.ajol.info/index.php/ejc"
"Egyptian Journal of Hospital Medicine","Health",NA,"1687-2002","2090-7125","https://www.ajol.info/index.php/ejhm"
"Egyptian Journal of Hospital Medicine","Health",NA,"1687-2002","2090-7125","https://www.ajol.info/index.php/ejhm"
"Egyptian Journal of Medical Human Genetics","Health","1110-8630","2090-2441","1110-8630","https://www.ajol.info/index.php/ejhg"
"Egyptian Journal of Medical Human Genetics","Health","1110-8630","2090-2441","1110-8630","https://www.ajol.info/index.php/ejhg"
"Egyptian Journal of Medical Laboratory Sciences","Health","1110-5593","1110-5593",NA,"https://www.ajol.info/index.php/ejmls"
"Egyptian Journal of Medical Laboratory Sciences","Health","1110-5593","1110-5593",NA,"https://www.ajol.info/index.php/ejmls"
"Egyptian Journal of Pediatric Allergy and Immunology (The)","Health","2314-8934",NA,NA,"https://www.ajol.info/index.php/ejpai"
"Egyptian Journal of Pediatric Allergy and Immunology (The)","Health","2314-8934",NA,NA,"https://www.ajol.info/index.php/ejpai"
"Ergonomics SA","Health","1010-2728","1010-2728",NA,"https://www.ajol.info/index.php/esa"
"Ergonomics SA","Health","1010-2728","1010-2728",NA,"https://www.ajol.info/index.php/esa"
"Ethiopian Journal of Health Development","Health","1021-6790","1021-6790","2309-7388","https://www.ajol.info/index.php/ejhd"
"Ethiopian Journal of Health Development","Health","1021-6790","1021-6790","2309-7388","https://www.ajol.info/index.php/ejhd"
"Ethiopian Journal of Health Sciences","Health","2413-7170","2413-7170","1029-1857","https://www.ajol.info/index.php/ejhs"
"Ethiopian Journal of Health Sciences","Health","2413-7170","2413-7170","1029-1857","https://www.ajol.info/index.php/ejhs"
"Ethiopian Journal of Pediatrics and Child Health","Health",NA,"2413-2640","2519-0334","https://www.ajol.info/index.php/ejpch"
NA,"Health",NA,NA,NA,"https://www.ajol.info/index.php/ejrh"
"Ethiopian Pharmaceutical Journal","Health","1029-5933","1029-5933",NA,"https://www.ajol.info/index.php/epj"
"Ethiopian Pharmaceutical Journal","Health","1029-5933","1029-5933",NA,"https://www.ajol.info/index.php/epj"
"Evidence-Based Nursing Research","Health",NA,NA,NA,"https://www.ajol.info/index.php/ebnr"
"Evidence-Based Nursing Research","Health",NA,NA,NA,"https://www.ajol.info/index.php/ebnr"
"Ghana Dental Journal ","Health",NA,"0855-5311","2408-7823","https://www.ajol.info/index.php/gdj"
"Ghana Dental Journal ","Health",NA,"0855-5311","2408-7823","https://www.ajol.info/index.php/gdj"
"Ghana Medical Journal","Health","0016-9560","0016-9560","2616-163X","https://www.ajol.info/index.php/gmj"
"Ghana Medical Journal","Health","0016-9560","0016-9560","2616-163X","https://www.ajol.info/index.php/gmj"
"Global Journal of Community Medicine","Health","1597-9857",NA,NA,"https://www.ajol.info/index.php/gjcm"
"Global Journal of Community Medicine","Health","1597-9857",NA,NA,"https://www.ajol.info/index.php/gjcm"
"Global Journal of Medical Sciences","Health","1596-2911",NA,NA,"https://www.ajol.info/index.php/gjms"
"Global Journal of Medical Sciences","Health","1596-2911",NA,NA,"https://www.ajol.info/index.php/gjms"
"Health SA Gesondheid","Health","2071-9736","2071-9736","1025-9848","https://www.ajol.info/index.php/hsa"
"Health SA Gesondheid","Health","2071-9736","2071-9736","1025-9848","https://www.ajol.info/index.php/hsa"
"Health Sciences Investigations Journal","Health",NA,"2720-7609","2704-4890","https://www.ajol.info/index.php/hsij"
"Highland Medical Research Journal","Health","1596-2407","1596-2407",NA,"https://www.ajol.info/index.php/hmrj"
"Highland Medical Research Journal","Health","1596-2407","1596-2407",NA,"https://www.ajol.info/index.php/hmrj"
NA,"Health",NA,NA,NA,"https://www.ajol.info/index.php/ibom"
NA,"Health",NA,NA,NA,"https://www.ajol.info/index.php/ibom"
"IMTU Medical Journal","Health","1821-7613",NA,NA,"https://www.ajol.info/index.php/imj"
"IMTU Medical Journal","Health","1821-7613",NA,NA,"https://www.ajol.info/index.php/imj"
"International Journal of Basic, Applied and Innovative Research","Health","2384-681X",NA,NA,"https://www.ajol.info/index.php/ijbair"
"International Journal of Basic, Applied and Innovative Research","Health","2384-681X",NA,NA,"https://www.ajol.info/index.php/ijbair"
"International Journal of Health Research","Health","1596-9819",NA,NA,"https://www.ajol.info/index.php/ijhr"
"International Journal of Health Research","Health","1596-9819",NA,NA,"https://www.ajol.info/index.php/ijhr"
"International Journal of Herbs and Pharmacological Research","Health","2384-6836","2315-537X",NA,"https://www.ajol.info/index.php/ijhpr"
"International Journal of Herbs and Pharmacological Research","Health","2384-6836","2315-537X",NA,"https://www.ajol.info/index.php/ijhpr"
"International Journal of Malaria and Tropical Diseases (IJMTD)","Health","1596-3381",NA,NA,"https://www.ajol.info/index.php/ijmtd"
"International Journal of Medicine and Biomedical Research","Health","2315-5019",NA,NA,"https://www.ajol.info/index.php/ijmbr"
"International Journal of Medicine and Biomedical Research","Health","2315-5019",NA,NA,"https://www.ajol.info/index.php/ijmbr"
"International Journal of Medicine and Health Development","Health","1118-2601","2635-3695",NA,"https://www.ajol.info/index.php/jcm"
"International Journal of Medicine and Health Development","Health","1118-2601","2635-3695",NA,"https://www.ajol.info/index.php/jcm"
"Internet Journal of Medical Update - EJOURNAL","Health","1694-0423",NA,NA,"https://www.ajol.info/index.php/ijmu"
"Internet Journal of Medical Update - EJOURNAL","Health","1694-0423",NA,NA,"https://www.ajol.info/index.php/ijmu"
"Investigational Medicinal Chemistry and Pharmacology","Health",NA,"2617-0027","2617-0019","https://www.ajol.info/index.php/imcp"
"Jos Journal of Medicine","Health","2006-0734","2006-0734",NA,"https://www.ajol.info/index.php/jjm"
"Jos Journal of Medicine","Health","2006-0734","2006-0734",NA,"https://www.ajol.info/index.php/jjm"
NA,"Health",NA,NA,NA,"https://www.ajol.info/index.php/jaim"
"Journal de la Faculté de Médecine d’Oran","Health",NA,NA,NA,"https://www.ajol.info/index.php/jfmo"
"Journal of Basic and Clinical Reproductive Sciences","Health","2320-2041",NA,NA,"https://www.ajol.info/index.php/jbcrs"
"Journal of Basic and Clinical Reproductive Sciences","Health","2320-2041",NA,NA,"https://www.ajol.info/index.php/jbcrs"
"Journal of Biomedical Investigation","Health","1597-0043",NA,NA,"https://www.ajol.info/index.php/jbi"
"Journal of Biomedical Investigation","Health","1597-0043",NA,NA,"https://www.ajol.info/index.php/jbi"
"Journal of Child and Adolescent Mental Health","Health","1728-0591","1728-0583","1728-0591","https://www.ajol.info/index.php/jcamh"
"Journal of Child and Adolescent Mental Health","Health","1728-0591","1728-0583","1728-0591","https://www.ajol.info/index.php/jcamh"
"Journal of Community Medicine and Primary Health Care","Health","0794-7410",NA,NA,"https://www.ajol.info/index.php/jcmphc"
"Journal of Community Medicine and Primary Health Care","Health","0794-7410",NA,NA,"https://www.ajol.info/index.php/jcmphc"
"Journal of Dietitians Association of Nigeria","Health",NA,"2635-3326","2141-8209","https://www.ajol.info/index.php/jdan"
"Journal of Dietitians Association of Nigeria","Health",NA,"2635-3326","2141-8209","https://www.ajol.info/index.php/jdan"
"Journal of Endocrinology, Metabolism and Diabetes of South Africa","Health","2220-1009",NA,NA,"https://www.ajol.info/index.php/jemdsa"
"Journal of Endocrinology, Metabolism and Diabetes of South Africa","Health","2220-1009",NA,NA,"https://www.ajol.info/index.php/jemdsa"
"Journal of Ethiopian Medical Practice","Health","1560-1560","1562-0085","1810-6870","https://www.ajol.info/index.php/jemp"
"Journal of Ethiopian Medical Practice","Health","1560-1560","1562-0085","1810-6870","https://www.ajol.info/index.php/jemp"
"Journal of Experimental and Clinical Anatomy","Health","1596-2393",NA,NA,"https://www.ajol.info/index.php/jeca"
"Journal of Experimental and Clinical Anatomy","Health","1596-2393",NA,NA,"https://www.ajol.info/index.php/jeca"
"Journal of Health and Visual Sciences","Health",NA,NA,NA,"https://www.ajol.info/index.php/jhvs"
"Journal of Health and Visual Sciences","Health",NA,NA,NA,"https://www.ajol.info/index.php/jhvs"
"Journal of Health, Applied Sciences and Management","Health",NA,NA,NA,"https://www.ajol.info/index.php/johasam"
"Journal of Health, Applied Sciences and Management","Health",NA,NA,NA,"https://www.ajol.info/index.php/johasam"
"Journal of Interventional Epidemiology and Public Health","Health",NA,"2664-2824",NA,"https://www.ajol.info/index.php/jieph"
"Journal of Medical and Biomedical Sciences","Health","2026-6294","2026-6294","2735-9697","https://www.ajol.info/index.php/jmbs"
"Journal of Medical and Biomedical Sciences","Health","2026-6294","2026-6294","2735-9697","https://www.ajol.info/index.php/jmbs"
"Journal of Medical Investigation and Practice","Health","2787-0170","2787-0170","2787-0162","https://www.ajol.info/index.php/jomip"
"Journal of Medical Investigation and Practice","Health","2787-0170","2787-0170","2787-0162","https://www.ajol.info/index.php/jomip"
"Journal of Medical Laboratory Science","Health","1116-1043",NA,NA,"https://www.ajol.info/index.php/jmls"
"Journal of Medical Laboratory Science","Health","1116-1043",NA,NA,"https://www.ajol.info/index.php/jmls"
"Journal of Medicine and Biomedical Research","Health","1596-6941",NA,NA,"https://www.ajol.info/index.php/jmbr"
"Journal of Medicine and Biomedical Research","Health","1596-6941",NA,NA,"https://www.ajol.info/index.php/jmbr"
"Journal of Medicine and Medical Sciences","Health","1119-3999","1119-3999",NA,"https://www.ajol.info/index.php/jmms"
"Journal of Medicine and Medical Sciences","Health","1119-3999","1119-3999",NA,"https://www.ajol.info/index.php/jmms"
"Journal of Medicine in the Tropics","Health","2276-7096","2468-8185","2276-7096","https://www.ajol.info/index.php/jmt"
"Journal of Medicine in the Tropics","Health","2276-7096","2468-8185","2276-7096","https://www.ajol.info/index.php/jmt"
"Journal of Obstetrics and Gynaecology of Eastern and Central Africa","Health","1012-8867","1012-8867",NA,"https://www.ajol.info/index.php/jogeca"
"Journal of Obstetrics and Gynaecology of Eastern and Central Africa","Health","1012-8867","1012-8867",NA,"https://www.ajol.info/index.php/jogeca"
"Journal of Pharmaceutical and Allied Sciences","Health","1596-8499","1596-8499",NA,"https://www.ajol.info/index.php/jophas"
"Journal of Pharmaceutical and Allied Sciences","Health","1596-8499","1596-8499",NA,"https://www.ajol.info/index.php/jophas"
"Journal of Phytomedicine and Therapeutics","Health","1118-1028",NA,NA,"https://www.ajol.info/index.php/jopat"
"Journal of Phytomedicine and Therapeutics","Health","1118-1028",NA,NA,"https://www.ajol.info/index.php/jopat"
"Journal of Radiography and Radiation Sciences","Health",NA,"2736-1071","2736-1063","https://www.ajol.info/index.php/jrrs"
"Journal of Radiography and Radiation Sciences","Health",NA,"2736-1071","2736-1063","https://www.ajol.info/index.php/jrrs"
"Journal of Surgical Technique and Case Report","Health","2006-8808","2006-8808",NA,"https://www.ajol.info/index.php/jstcr"
"Journal of Surgical Technique and Case Report","Health","2006-8808","2006-8808",NA,"https://www.ajol.info/index.php/jstcr"
"Journal of the Eritrean Medical Association","Health","1998-6017",NA,NA,"https://www.ajol.info/index.php/jema"
"Journal of the Eritrean Medical Association","Health","1998-6017",NA,NA,"https://www.ajol.info/index.php/jema"
"Journal of the Nigerian Infection Control Association","Health","1119-1716",NA,NA,"https://www.ajol.info/index.php/jnica"
"Journal of the Nigerian Infection Control Association","Health","1119-1716",NA,NA,"https://www.ajol.info/index.php/jnica"
"Journal of the Nigerian Optometric Association","Health","0795-0039","0794-0033",NA,"https://www.ajol.info/index.php/jnoa"
"Journal of the Nigerian Optometric Association","Health","0795-0039","0794-0033",NA,"https://www.ajol.info/index.php/jnoa"
"Journal of the Obafemi Awolowo University Medical Student's Association (IFEMED)","Health","0331-3727",NA,NA,"https://www.ajol.info/index.php/ifemed"
"Journal of the Obafemi Awolowo University Medical Student's Association (IFEMED)","Health","0331-3727",NA,NA,"https://www.ajol.info/index.php/ifemed"
"Journal of the Pan African Thoracic Society","Health",NA,"2694-4561",NA,"https://www.ajol.info/index.php/jpats"
"Journal Tunisien d'ORL et de Chirurgie Cervico-Faciale","Health","1737-7803","1737-7803",NA,"https://www.ajol.info/index.php/jtdorl"
"Journal Tunisien d'ORL et de Chirurgie Cervico-Faciale","Health","1737-7803","1737-7803",NA,"https://www.ajol.info/index.php/jtdorl"
"Kanem Journal of Medical Sciences","Health",NA,"2714-2426","2006-4772","https://www.ajol.info/index.php/kjms"
"Kanem Journal of Medical Sciences","Health",NA,"2714-2426","2006-4772","https://www.ajol.info/index.php/kjms"
"Libyan Journal of Medicine","Health","1819-6357","1993-2820",NA,"https://www.ajol.info/index.php/ljm"
"Libyan Journal of Medicine","Health","1819-6357","1993-2820",NA,"https://www.ajol.info/index.php/ljm"
"Malawi Medical Journal","Health","1995-7262","1995-7270","1995-7262","https://www.ajol.info/index.php/mmj"
"Malawi Medical Journal","Health","1995-7262","1995-7270","1995-7262","https://www.ajol.info/index.php/mmj"
"Mary Slessor Journal of Medicine","Health","1119-409X","1119-409X",NA,"https://www.ajol.info/index.php/msjm"
"Mary Slessor Journal of Medicine","Health","1119-409X","1119-409X",NA,"https://www.ajol.info/index.php/msjm"
"Medical Journal of Zambia","Health","0047-651X","0047-651X",NA,"https://www.ajol.info/index.php/mjz"
"Medical Journal of Zambia","Health","0047-651X","0047-651X",NA,"https://www.ajol.info/index.php/mjz"
"Microbes and Infectious Diseases","Health",NA,"2682-4140","2682-4132","https://www.ajol.info/index.php/mid"
"Microbes and Infectious Diseases","Health",NA,"2682-4140","2682-4132","https://www.ajol.info/index.php/mid"
"Nigerian Dental Journal","Health","0189-1006",NA,NA,"https://www.ajol.info/index.php/ndj"
"Nigerian Dental Journal","Health","0189-1006",NA,NA,"https://www.ajol.info/index.php/ndj"
"Nigerian Endocrine Practice","Health","2251-0362","2251-0362",NA,"https://www.ajol.info/index.php/nep"
"Nigerian Endocrine Practice","Health","2251-0362","2251-0362",NA,"https://www.ajol.info/index.php/nep"
