"issn_from_ajol","issn_from_issn_portal","issn_from_issn_portal2","source","country","open_access","stars","last_issue","source_url"
"1819-6357","1993-2820",NA,"Libyan Journal of Medicine","Libya",TRUE,"missing",2022,"https://www.ajol.info/index.php/ljm"
"1813-2227","1813-2227",NA,"Lwati: A Journal of Contemporary Research","Eswatini",TRUE,"missing",2022,"https://www.ajol.info/index.php/lwati"
"1662-2510","1662-2510",NA,"Madagascar Conservation & Development","Madagascar",TRUE,"missing",2022,"https://www.ajol.info/index.php/mcd"
"2707-6113","1816-6822","2707-6113","Makerere Journal of Higher Education","Uganda",TRUE,"missing",2020,"https://www.ajol.info/index.php/majohe"
NA,"2312-9204",NA,"Malawi Journal of Economics","Malawi",TRUE,"missing",NA,"https://www.ajol.info/index.php/mje"
"1019-7079","1019-7079",NA,"Malawi Journal of Science and Technology","Malawi",TRUE,"missing",2022,"https://www.ajol.info/index.php/mjst"
"1995-7262","1995-7270","1995-7262","Malawi Medical Journal","Malawi",TRUE,"missing",2022,"https://www.ajol.info/index.php/mmj"
NA,NA,NA,"Management & Economics Research Journal","Algeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/merj"
NA,"2682-2512","1110-7219","Mansoura Veterinary Medical Journal","Egypt, Arab Rep.",TRUE,"missing",NA,"https://www.ajol.info/index.php/mvmj"
"1816-7659",NA,NA,"Marang: Journal of Language and Literature","Botswana",FALSE,"missing",2017,"https://www.ajol.info/index.php/marang"
"1119-409X","1119-409X",NA,"Mary Slessor Journal of Medicine","Nigeria",FALSE,"missing",2010,"https://www.ajol.info/index.php/msjm"
"0855-4706","0855-4706","2508-1136","Mathematics Connection","Ghana",FALSE,"missing",2011,"https://www.ajol.info/index.php/mc"
"0047-651X","0047-651X",NA,"Medical Journal of Zambia","Zambia",TRUE,"missing",2021,"https://www.ajol.info/index.php/mjz"
NA,"1018-6409","2307-5031","Metamorphosis","South Africa",TRUE,"missing",NA,"https://www.ajol.info/index.php/met"
"2346-7126",NA,NA,"Mgbakoigba: Journal of African Studies","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/mjas"
NA,"2682-4140","2682-4132","Microbes and Infectious Diseases","Egypt, Arab Rep.",TRUE,"missing",NA,"https://www.ajol.info/index.php/mid"
"2309-902X","2309-902X","1998-9881","Mizan Law Review","Ethiopia",TRUE,"missing",2023,"https://www.ajol.info/index.php/mlr"
"2220-184X","2220-184X","2073-073X","Momona Ethiopian Journal of Science","Ethiopia",TRUE,"missing",2022,"https://www.ajol.info/index.php/mejs"
"1595-4153",NA,NA,"Moor Journal of Agricultural Research","Nigeria",FALSE,"missing",2015,"https://www.ajol.info/index.php/mjar"
"1607-0011",NA,NA,"Mtafiti Mwafrika (African Researcher)","Uganda",FALSE,"missing",2017,"https://www.ajol.info/index.php/mtafiti"
NA,NA,NA,"MULIKA Journal","Tanzania",TRUE,"missing",NA,"https://www.ajol.info/index.php/mulika"
"1607-2820","1607-2820",NA,"New Agenda: South African Journal of Social and Economic Policy","South Africa",FALSE,"missing",2021,"https://www.ajol.info/index.php/na"
"1687-1219","1687-1219",NA,"New Egyptian Journal of Microbiology","Egypt, Arab Rep.",FALSE,"missing",2014,"https://www.ajol.info/index.php/nejmi"
"0300-368X",NA,NA,"Nigeria Agricultural Journal","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/naj"
"0794-067X","0794-067X",NA,"Nigeria Journal of Business Administration","Nigeria",FALSE,"missing",2006,"https://www.ajol.info/index.php/njbm"
"1596-0862",NA,NA,"Nigeria Journal of Pure and Applied Physics","Nigeria",TRUE,"missing",2021,"https://www.ajol.info/index.php/njpap"
"0189-1006",NA,NA,"Nigerian Dental Journal","Nigeria",TRUE,"missing",2020,"https://www.ajol.info/index.php/ndj"
"2251-0362","2251-0362",NA,"Nigerian Endocrine Practice","Nigeria",FALSE,"missing",2014,"https://www.ajol.info/index.php/nep"
"0189-7241",NA,NA,"Nigerian Food Journal","Nigeria",FALSE,"missing",2021,"https://www.ajol.info/index.php/nifoj"
NA,NA,NA,"Nigerian Health Journal","Nigeria",TRUE,"missing",2017,"https://www.ajol.info/index.php/nhj"
"1597-7889","1597-7889",NA,"Nigerian Hospital Practice","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/nhp"
"0331-2062","0331-2062",NA,"Nigerian Journal of Animal Production","Nigeria",FALSE,"missing",2021,"https://www.ajol.info/index.php/njap"
"1119-4308","2682-6550","2645-2952","Nigerian Journal of Animal Science","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/tjas"
"2756-4843",NA,NA,"Nigerian Journal of Basic and Applied Sciences","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/njbas"
"0189-1731","0189-1731",NA,"Nigerian Journal of Biotechnology","Nigeria",TRUE,"missing",2023,"https://www.ajol.info/index.php/njb"
NA,NA,NA,"Nigerian Journal of Botany","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/njbot"
"1119-0221",NA,NA,"Nigerian Journal of Chemical Research","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/njcr"
NA,"2805-3710","2636-6126","Nigerian Journal of Christian Studies","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/njcs"
"1118-4035",NA,NA,"Nigerian Journal of Clinical and Counselling Psychology","Nigeria",FALSE,"missing",2004,"https://www.ajol.info/index.php/njccp"
"2141-1123","2141-1123","2141-1131","Nigerian Journal of Clinical Medicine","Nigeria",FALSE,"missing",2021,"https://www.ajol.info/index.php/njcm"
"2229-7731","1596-2598",NA,"Nigerian Journal of Clinical Practice","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/njcp"
NA,"2636-4956","2714-4089","Nigerian Journal of Dental Research","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/njdr"
NA,NA,NA,"Nigerian Journal of Economic History","Nigeria",FALSE,"missing",2018,"https://www.ajol.info/index.php/njeh"
"2141-9884","2141-9884",NA,"Nigerian Journal of Family Practice","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/njfp"
"1597-443X",NA,NA,"Nigerian Journal of Fisheries","Nigeria",FALSE,"missing",2009,"https://www.ajol.info/index.php/njf"
"2251-0079","2251-0079",NA,"Nigerian Journal of Gastroenterology and Hepatology","Nigeria",FALSE,"missing",2020,"https://www.ajol.info/index.php/njgh"
"1118-4647","1118-4647",NA,"Nigerian Journal of General Practice","Nigeria",FALSE,"missing",2014,"https://www.ajol.info/index.php/njgp"
"0189-9686","0189-9686",NA,"Nigerian Journal of Genetics","Nigeria",FALSE,"missing",2008,"https://www.ajol.info/index.php/njg"
"0794-0831",NA,NA,"Nigerian Journal of Guidance and Counselling","Nigeria",FALSE,"missing",2020,"https://www.ajol.info/index.php/njgc"
"1595-8272","1595-8272",NA,"Nigerian Journal of Health and Biomedical Sciences","Nigeria",FALSE,"missing",2010,"https://www.ajol.info/index.php/njhbs"
"1118-2733","1118-2733",NA,"Nigerian Journal of Horticultural Science","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/njhs"
"2667-0526","1115-2613","1597-7927","Nigerian Journal of Medicine","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/njm"
"1118-6267",NA,NA,"Nigerian Journal of Natural Products and Medicine","Nigeria",FALSE,"missing",2021,"https://www.ajol.info/index.php/njnpm"
"2805-4008","2805-4008","0189-0913","Nigerian Journal of Nutritional Sciences","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/njns"
"2468-8363","2468-8363",NA,"Nigerian Journal of Ophthalmology","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/njo"
"1596-4582","2667-1565","1596-4582","Nigerian Journal of Orthopaedics and Trauma","Nigeria",FALSE,"missing",2021,"https://www.ajol.info/index.php/njotra"
NA,NA,NA,"Nigerian Journal of Otorhinolaryngology","Nigeria",FALSE,"missing",2008,"https://www.ajol.info/index.php/njorl"
"0302-4660","0302-4660",NA,"Nigerian Journal of Paediatrics","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/njp"
"1117-4145","1117-4145",NA,"Nigerian Journal of Parasitology","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/njpar"
"2635-3555","2635-3555","0189-8434","Nigerian Journal of Pharmaceutical Research","Nigeria",TRUE,"missing",2023,"https://www.ajol.info/index.php/njpr"
"1595-0611","1118-7638",NA,"Nigerian Journal of Physics","Nigeria",FALSE,"missing",2015,"https://www.ajol.info/index.php/njphy"
"0794-859X","0794-859X",NA,"Nigerian Journal of Physiological Sciences","Nigeria",TRUE,"missing",2020,"https://www.ajol.info/index.php/njps"
"0794-9316","2468-7251",NA,"Nigerian Journal of Plastic Surgery","Nigeria",FALSE,"missing",2013,"https://www.ajol.info/index.php/njpsur"
"2006-8530","2006-8530",NA,"Nigerian Journal of Postgraduate Medicine","Nigeria",FALSE,"missing",2010,"https://www.ajol.info/index.php/njpm"
"0189-1774",NA,NA,"Nigerian Journal of Psychiatry","Nigeria",FALSE,"missing",2016,"https://www.ajol.info/index.php/njpsyc"
NA,"2682-6151","2682-6143","Nigerian Journal of Social Psychology","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/njsp"
"1595-6121",NA,NA,"Nigerian Journal of Soil and Environmental Research","Nigeria",FALSE,"missing",2010,"https://www.ajol.info/index.php/njser"
NA,NA,NA,"Nigerian Journal of Soil Science","Nigeria",FALSE,"missing",2010,"https://www.ajol.info/index.php/njss"
"1117-6806","1117-6806",NA,"Nigerian Journal of Surgery","Nigeria",TRUE,"missing",2021,"https://www.ajol.info/index.php/njs"
"1595-1103","1595-1103",NA,"Nigerian Journal of Surgical Research","Nigeria",TRUE,"missing",2010,"https://www.ajol.info/index.php/njsr"
"1116-5898","1116-5898",NA,"Nigerian Journal of Surgical Sciences","Nigeria",FALSE,"missing",2009,"https://www.ajol.info/index.php/njssci"
"2437-2110","2437-2110",NA,"Nigerian Journal of Technological Development","Nigeria",TRUE,"missing",2023,"https://www.ajol.info/index.php/njtd"
"0795-5111",NA,NA,"Nigerian Journal of Technological Research","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/njtr"
"2467-8821","0331-8443","2467-8821","Nigerian Journal of Technology","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/njt"
"0029-0122","0029-0122",NA,"Nigerian Libraries","Nigeria",FALSE,"missing",2019,"https://www.ajol.info/index.php/jnla"
"2229-774X","0300-1652",NA,"Nigerian Medical Journal","Nigeria",FALSE,"missing",2023,"https://www.ajol.info/index.php/nmj"
"0189-0964",NA,NA,"Nigerian Medical Practitioner","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/nmp"
"1116-428X","1116-428X",NA,"Nigerian Music Review","Nigeria",FALSE,"missing",2017,"https://www.ajol.info/index.php/nmr"
"0189-2657","0189-2657",NA,"Nigerian Quarterly Journal of Hospital Medicine","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/nqjhm"
"0331-8214","0331-8214",NA,"Nigerian School Library Journal","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/nslj"
"0331-3026",NA,NA,"Nigerian Veterinary Journal","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/nvj"
"2276-7371","2276-7371",NA,"Nnamdi Azikiwe University Journal of International Law and Jurisprudence","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/naujilj"
"1027-9148","1029-1962",NA,"Obstetrics and Gynaecology Forum","South Africa",FALSE,"missing",2023,"https://www.ajol.info/index.php/ogf"
"1597-474X",NA,NA,"OGIRISI: a New Journal of African Studies","Nigeria",TRUE,"missing",2021,"https://www.ajol.info/index.php/og"
"2218-6050","2226-4485",NA,"Open Veterinary Journal","Libya",TRUE,"missing",2023,"https://www.ajol.info/index.php/ovj"
NA,"2644-3740",NA,"Orapuh Journal","Gambia, The",TRUE,"missing",NA,"https://www.ajol.info/index.php/orapj"
"1115-0521",NA,NA,"Orient Journal of Medicine","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/ojm"
NA,"2734-3138","2971-625X","Orient Journal of Surgical Sciences","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/ojss"
"2224-0004","2224-0004","0259-191X","ORiON","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/orion"
"2304-8239",NA,NA,"Oromia Law Journal","Ethiopia",TRUE,"missing",2022,"https://www.ajol.info/index.php/olj"
"1727-947X",NA,NA,"Ostrich: Journal of African Ornithology","South Africa",FALSE,"missing",2022,"https://www.ajol.info/index.php/ostrich"
"0795-9478","0795-9478",NA,"OYE: Ogun Journal of Arts","Nigeria",FALSE,"missing",2008,"https://www.ajol.info/index.php/oye"
"1937-8688","1937-8688","2521-8859","Pan African Medical Journal","Uganda",TRUE,"missing",2022,"https://www.ajol.info/index.php/pamj"
NA,"0856-4027","2665-0746","Papers in Education and Development","Tanzania",TRUE,"missing",NA,"https://www.ajol.info/index.php/ped"
"0258-2236","0258-2236",NA,"Perspectives in Education","South Africa",TRUE,"missing",2013,"https://www.ajol.info/index.php/pie"
"0556-8641","2141-663X",NA,"Philosophical Papers","South Africa",FALSE,"missing",2008,"https://www.ajol.info/index.php/pp"
"1119-2283","2349-0128",NA,"Plant Products Research Journal","Nigeria",FALSE,"missing",2013,"https://www.ajol.info/index.php/pprj"
"0795-3038","0795-3038",NA,"Port Harcourt Medical Journal","Nigeria",FALSE,"missing",2016,"https://www.ajol.info/index.php/phmedj"
"1727-3781","1727-3781",NA,"Potchefstroom Electronic Law Journal/Potchefstroomse Elektroniese Regsblad","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/pelj"
"1727-933X","1727-933X","1607-3606","Quaestiones Mathematicae","South Africa",FALSE,"missing",2023,"https://www.ajol.info/index.php/qm"
"2026-6324","2026-6324",NA,"Regional Maritime University Journal","Ghana",FALSE,"missing",2017,"https://www.ajol.info/index.php/rmuj"
"2415-5152","2415-5152","2224-3534","Research in Hospitality Management","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/rhm"
"2467-8252","2360-7793","2467-8252","Research Journal of Health Sciences","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/rejhs"
"0855-4412","0855-4412",NA,"Research Review of the Institute of African Studies","Ghana",FALSE,"missing",2012,"https://www.ajol.info/index.php/rrias"
"1024-4190","1024-4190",NA,"Review of Southern African Studies","Lesotho",FALSE,"missing",2011,"https://www.ajol.info/index.php/rosas"
NA,NA,NA,"Revista Angolana de Ciências","Angola",TRUE,"missing",NA,"https://www.ajol.info/index.php/rac"
"1997-3756",NA,NA,"Revue Africaine de Chirurgie et Spécialités","Cameroon",FALSE,"missing",2022,"https://www.ajol.info/index.php/racs"
"0773-8439",NA,NA,"Revue Burkinabè de droit","Burkina Faso",FALSE,"missing",2011,"https://www.ajol.info/index.php/rbd"
"1111-0015",NA,NA,"Revue d'Information Scientifique et Technique","Algeria",FALSE,"missing",2018,"https://www.ajol.info/index.php/rist"
"2410-8936",NA,NA,"Revue de Médecine et de Pharmacie","Cameroon",FALSE,"missing",2023,"https://www.ajol.info/index.php/rmp"
NA,"2458-665X","2028-5175","Revue Marocaine de Recherche en Management et Marketing","Morocco",TRUE,"missing",NA,"https://www.ajol.info/index.php/remarem"
"2305-2678","2305-2678","2305-5944","Rwanda Journal","Rwanda",TRUE,"missing",2018,"https://www.ajol.info/index.php/rj"
"2707-7209",NA,NA,"Rwanda Journal  of Agricultural Sciences","Rwanda",TRUE,"missing",2020,"https://www.ajol.info/index.php/rjeas"
"2617-233X","2617-2321","2617-233X","Rwanda Journal of Engineering, Science, Technology and Environment","Rwanda",TRUE,"missing",2022,"https://www.ajol.info/index.php/rjeste"
"2226-728X","2306-8876","2226-728X","Rwanda Journal of Health Sciences","Rwanda",TRUE,"missing",2013,"https://www.ajol.info/index.php/rjhs"
"2616-9827","2616-9819","2616-9827","Rwanda Journal of Medicine and Health Sciences","Rwanda",TRUE,"missing",2022,"https://www.ajol.info/index.php/rjmhs"
"2708-7603",NA,NA,"Rwanda Journal of Social Sciences, Humanities and Business","Rwanda",TRUE,"missing",2021,"https://www.ajol.info/index.php/rjsshb"
NA,"2410-8626","2079-097X","Rwanda Medical Journal","Rwanda",TRUE,"missing",NA,"https://www.ajol.info/index.php/rmj"
"2312-9239","2312-9239","2227-9148","Rwandan Journal of Education","Rwanda",TRUE,"missing",2022,"https://www.ajol.info/index.php/rje"
"2078-6778","2078-6778","1027-202X","SA Journal of Radiology","South Africa",TRUE,"missing",2023,"https://www.ajol.info/index.php/sajr"
"1024-9451","1024-9451",NA,"SAFERE: Southern African Feminist Review","Zimbabwe",FALSE,"missing",2000,"https://www.ajol.info/index.php/safere"
"1813-4424",NA,NA,"SAHARA-J: Journal of Social Aspects of HIV/AIDS","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/saharaj"
"1117-6210",NA,NA,"Sahel Journal of Veterinary Sciences","Nigeria",FALSE,"missing",2023,"https://www.ajol.info/index.php/sjvs"
"1118-8561","1118-8561",NA,"Sahel Medical Journal","Nigeria",FALSE,"missing",2011,"https://www.ajol.info/index.php/smj2"
"1596-5414",NA,NA,"Samaru Journal of Information Studies","Nigeria",TRUE,"missing",2021,"https://www.ajol.info/index.php/sjis"
NA,NA,NA,"SAPIENTIAE Revista de Ciências Sociais, Humanas e Enghenerias","Angola",TRUE,"missing",NA,"https://www.ajol.info/index.php/sapientiae"
"2276-6839","2276-6839",NA,"Savannah Journal of Medical Research and Practice","Nigeria",FALSE,"missing",2021,"https://www.ajol.info/index.php/sjmrp"
"1011-6028",NA,NA,"Science et Technique, Sciences de la Santé","Burkina Faso",FALSE,"missing",2023,"https://www.ajol.info/index.php/stss"
"1597-6343","2756-391X","1597-6343","Science World Journal","Nigeria",TRUE,"missing",2023,"https://www.ajol.info/index.php/swj"
"2305-3372",NA,NA,"Science, Technology and Arts Research Journal","Ethiopia",TRUE,"missing",2018,"https://www.ajol.info/index.php/star"
"1812-0741",NA,NA,"Sciences & Nature","Côte d'Ivoire",TRUE,"missing",2013,"https://www.ajol.info/index.php/scinat"
"1118-1931",NA,NA,"Scientia Africana","Nigeria",FALSE,"missing",2023,"https://www.ajol.info/index.php/sa"
"2224-0020",NA,NA,"Scientia Militaria: South African Journal of Military Studies","South Africa",TRUE,"missing",2023,"https://www.ajol.info/index.php/smsajms"
"1110-5607","2090-2409","1110-5607","Scientific Medical Journal","Egypt, Arab Rep.",FALSE,"missing",2001,"https://www.ajol.info/index.php/smedj"
"2313-1799",NA,NA,"Scopus: Journal of East African Ornithology","Kenya",TRUE,"missing",2023,"https://www.ajol.info/index.php/scopus"
"0189-9759",NA,NA,"Securities Market Journal","Nigeria",FALSE,"missing",2007,"https://www.ajol.info/index.php/smj"
"2071-7504","2071-7504","1011-582X","Shakespeare in Southern Africa","South Africa",FALSE,"missing",2022,"https://www.ajol.info/index.php/sisa"
"2076-6270","2219-3170","2076-6270","Sierra Leone Journal of Biomedical Research","Sierra Leone",TRUE,"missing",2019,"https://www.ajol.info/index.php/sljbr"
"2520-7997",NA,NA,"SINET: Ethiopian Journal of Science","Ethiopia",TRUE,"missing",2023,"https://www.ajol.info/index.php/sinet"
NA,"2536-7153",NA,"Sokoto Journal of Medical Laboratory Science","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/sokjmls"
"1595-093X","1595-093X","2315-6201","Sokoto Journal of Veterinary Sciences","Nigeria",TRUE,"missing",2023,"https://www.ajol.info/index.php/sokjvs"
"1119-443X",NA,NA,"Sophia: An African Journal of Philosophy","Nigeria",FALSE,"missing",2021,"https://www.ajol.info/index.php/sophia"
"1680-2179","1680-2179",NA,"South African Actuarial Journal","South Africa",FALSE,"missing",2022,"https://www.ajol.info/index.php/saaj"
"1991-3877",NA,NA,"South African Crime Quarterly","South Africa",TRUE,"missing",2023,"https://www.ajol.info/index.php/sacq"
"2078-6204","2078-6190","2078-6204","South African Family Practice","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/safp"
"1812-1659","1812-1659",NA,"South African Gastroenterology Review","South Africa",FALSE,"missing",2021,"https://www.ajol.info/index.php/sagr"
"0379-9069",NA,NA,"South African Journal for Research in Sport, Physical Education and Recreation","South Africa",FALSE,"missing",2022,"https://www.ajol.info/index.php/sajrs"
"2305-1159","2305-1159","0257-2117","South African Journal of African Languages","South Africa",FALSE,"missing",2023,"https://www.ajol.info/index.php/sajal"
"2413-3221",NA,NA,"South African Journal of Agricultural Extension","South Africa",TRUE,"missing",2019,"https://www.ajol.info/index.php/sajae"
"2221-4062","2221-4062","0375-1589","South African Journal of Animal Science","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/sajas"
"1999-7639","1999-7639",NA,"South African Journal of Bioethics and Law","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/sajbl"
NA,NA,NA,"South African Journal of Botany","South Africa",FALSE,"missing",NA,"https://www.ajol.info/index.php/sajb"
"0379-4350",NA,NA,"South African Journal of Chemistry","South Africa",TRUE,"missing",2023,"https://www.ajol.info/index.php/sajc"
"1999-7671","1994-3032",NA,"South African Journal of Child Health","South Africa",TRUE,"missing",2023,"https://www.ajol.info/index.php/sajchh"
"2078-6204","1607-0658",NA,"South African Journal of Clinical Nutrition","South Africa",TRUE,"missing",2023,"https://www.ajol.info/index.php/sajcn"
"1011-3053","1018-0745",NA,"South African Journal of Cultural History","South Africa",FALSE,"missing",2012,"https://www.ajol.info/index.php/sajch"
"2076-3433","2076-3433","0256-0100","South African Journal of Education","South Africa",TRUE,"missing",2023,"https://www.ajol.info/index.php/saje"
"2225-8531","2225-8531",NA,"South African Journal of Geomatics","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/sajg"
"1011-3487","1753-5913","1011-3487","South African Journal of Higher Education","South Africa",FALSE,"missing",2013,"https://www.ajol.info/index.php/sajhe"
"2305-8862","0038-2329","2305-8862","South African Journal of Obstetrics and Gynaecology","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/sajog"
"0258-0136","2073-4867","0258-0136","South African Journal of Philosophy","South Africa",FALSE,"missing",2014,"https://www.ajol.info/index.php/sajpem"
"2167-034X","2167-034X","0257-1862","South African Journal of Plant and Soil","South Africa",FALSE,"missing",2016,"https://www.ajol.info/index.php/sajps"
"2078-6786","1608-9685","2078-6786","South African Journal of Psychiatry","South Africa",TRUE,"missing",2023,"https://www.ajol.info/index.php/sajpsyc"
NA,"1996-7489","0038-2353","South African Journal of Science","South Africa",TRUE,"missing",NA,"https://www.ajol.info/index.php/sajsci"
"2078-516X","2078-516X","1015-5163","South African Journal of Sports Medicine","South Africa",TRUE,"missing",2023,"https://www.ajol.info/index.php/sasma"
"2078-5151","0038-2361","2078-5151","South African Journal of Surgery","South Africa",TRUE,"missing",2018,"https://www.ajol.info/index.php/sajs"
"0256-95749","0256-9574","2078-5135","South African Medical Journal","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/samj"
"0258-509X","2223-635X",NA,"South African Music Studies","South Africa",FALSE,"missing",2021,"https://www.ajol.info/index.php/samus"
"2309-4613",NA,NA,"South Sudan Medical Journal","South Sudan",TRUE,"missing",2022,"https://www.ajol.info/index.php/ssmj"
"1819-3692",NA,NA,"Southern Africa Journal of Education, Science and Technology","Zimbabwe",TRUE,"missing",2022,"https://www.ajol.info/index.php/sajest"
"1998-8125","1998-8125","1561-896X","Southern African Business Review","South Africa",TRUE,"missing",2019,"https://www.ajol.info/index.php/sabr"
"2220-1173","2220-1173","2220-1181","Southern African Journal of Anaesthesia and Analgesia","South Africa",TRUE,"missing",2019,"https://www.ajol.info/index.php/sajaa"
"2078-676X","2078-676X","1562-8264","Southern African Journal of Critical Care","South Africa",TRUE,"missing",NA,"https://www.ajol.info/index.php/sajcc"
"2411-5959","2411-5959","0256-7504","Southern African Journal of Environmental Education","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/sajee"
"2078-6751","1608-9693","2078-6751","Southern African Journal of HIV Medicine","South Africa",TRUE,"missing",2019,"https://www.ajol.info/index.php/sajhivm"
"1727-9461","1607-3614","1727-9461","Southern African Linguistics and Applied Language Studies","South Africa",FALSE,"missing",2022,"https://www.ajol.info/index.php/salas"
"2070-2639",NA,NA,"Southern Forests: a Journal of Forest Science","South Africa",FALSE,"missing",2023,"https://www.ajol.info/index.php/sfjfs"
"2223-9936","1027-3417","2223-9936","Stellenbosch Papers in Linguistics","South Africa",TRUE,"missing",2018,"https://www.ajol.info/index.php/spl"
"2224-3380",NA,NA,"Stellenbosch Papers in Linguistics Plus","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/splp"
"0855-9449",NA,NA,"Studies in Gender and Development in Africa","Ghana",TRUE,"missing",2009,"https://www.ajol.info/index.php/sigada"
"0796-5419","0796-5419",NA,"Sud Sciences et Technologies","Burkina Faso",FALSE,"missing",2004,"https://www.ajol.info/index.php/sset"
"1858-5051","1858-5051",NA,"Sudan Journal of Medical Sciences","Sudan",TRUE,"missing",2023,"https://www.ajol.info/index.php/sjms"
"1815-3941","1815-3941",NA,"Sudanese Journal of Dermatology","Sudan",FALSE,"missing",2011,"https://www.ajol.info/index.php/sjd"
"2352-9717",NA,NA,"Synthèse: Revue des Sciences et de la Technologie","Algeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/srst"
"0856-0625",NA,NA,"Tanzania Dental Journal","Tanzania",TRUE,"missing",2018,"https://www.ajol.info/index.php/tdj"
NA,"0856-664X",NA,"Tanzania Journal of Agricultural Sciences","Tanzania",TRUE,"missing",2023,"https://www.ajol.info/index.php/tjags"
"2591-6831","0856-9622","2591-6831","Tanzania Journal of Development Studies","Tanzania",FALSE,"missing",2023,"https://www.ajol.info/index.php/tjds"
NA,"1821-536X",NA,"Tanzania Journal of Engineering and Technology","Tanzania",TRUE,"missing",NA,"https://www.ajol.info/index.php/tjet"
"2408-8137","2408-8137","2408-8129","Tanzania Journal of Forestry and Nature Conservation","Tanzania",TRUE,"missing",2022,"https://www.ajol.info/index.php/tjfnc"
"1821-9241","1821-6404","1821-9241","Tanzania Journal of Health Research","Tanzania",TRUE,"missing",2023,"https://www.ajol.info/index.php/thrb"
"2507-7961","0856-1761","2507-7961","Tanzania Journal of Science","Tanzania",TRUE,"missing",2022,"https://www.ajol.info/index.php/tjs"
"0856-0714","0856-0714",NA,"Tanzania Medical Journal","Tanzania",FALSE,"missing",2020,"https://www.ajol.info/index.php/tmj"
"2714-206X","2714-206X",NA,"Tanzania Veterinary Journal","Tanzania",FALSE,"missing",2023,"https://www.ajol.info/index.php/tvj"
"1111-0902",NA,NA,"Technologies Avancées","Algeria",FALSE,"missing",2007,"https://www.ajol.info/index.php/ta"
NA,NA,NA,"The Catholic Voyage: African Journal of Consecrated Life","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/tcv"
"2076-7714","2076-7714",NA,"Thought and Practice","Kenya",TRUE,"missing",2022,"https://www.ajol.info/index.php/tp"
"2415-0495","2415-0495",NA,"Town and Regional Planning","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/trp"
"0254-2765","0254-2765",NA,"Transactions of the Zimbabwe Scientific Association","Zimbabwe",FALSE,"missing",2000,"https://www.ajol.info/index.php/tzsa"
"0795-0101",NA,NA,"Tropical Freshwater Biology","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/tfb"
"1117-4153",NA,NA,"Tropical Journal of Health Sciences","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/tjhc"
"1119-0388","2505-0338","1119-0388","Tropical Journal of Medical Research","Nigeria",FALSE,"missing",2013,"https://www.ajol.info/index.php/tjmr"
